observation	subject	trial	gap_size	target_size	correct_side	dots_left	dots_right	dotpair_id	vagueness	Text	is_error	rt
1591	25	55	Big	Small	Left	3	7	7:3	Vague	few	0	3290
1592	25	56	Small	Big	Right	7	9	7:9	Crisp	nine	0	3936
1593	25	57	Small	Big	Right	7	9	7:9	Vague	many	0	1868
1594	25	58	Small	Small	Left	6	8	6:8	Crisp	six	0	1317
1595	25	59	Small	Small	Right	5	3	3:5	Crisp	three	0	1859
1596	25	60	Big	Big	Right	3	7	7:3	Crisp	seven	0	1074
1597	25	61	Small	Small	Left	6	8	6:8	Vague	few	0	1289
1598	25	62	Small	Small	Left	2	4	2:4	Crisp	two	0	1460
1599	25	63	Small	Small	Left	7	9	7:9	Crisp	seven	0	2388
1600	25	64	Small	Small	Left	3	5	3:5	Crisp	three	0	987
